date,url,title
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0206936,优酷某站存在SQL注入
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0207246,中国人寿某漏洞涉及135W用户信息
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0207115,中国人寿某重要系统任意账户密码重置
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207325,新浪乐居某站漏洞涉及370个公众号上万粉丝（可群发消息）
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206766,深圳航空java容器字符集解析不当导致任意文件遍历
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0207126,国药集团多个分公司的oa系统存在sql注入漏洞+getshell
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206679,新浪某系统弱口令后台SQL注入
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206544,新浪爱问医某站命令执行漏洞
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206216,新浪某接口的一处SQL注入
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205914,新浪某站任意文件读取/SSRF
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0206992,美的某系统漏洞打包（SQL注入/信息遍历）影响用户身份证/地址/银行卡号信息
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0207061,安得物流某业务系统存在命令执行漏洞大量用户地址/姓名/手机号泄漏
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205539,贝壳财富某系统GetShell影响大量用户个人信息（姓名/手机号/身份证）及账户/登陆密码/支付密码
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206705,Mtime时光网越权查看订单
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206860,中兴某分站多处敏感信息泄露
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205631,奇酷某社区命令执行/已入内网
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206439,中国石化某直属单位某系统SQL注入/getshell/域网几千台主机沦陷
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206529,PPTV游戏某站配置不当导致shell/入内网
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206327,体检宝www主站Getshell（涉及72W+用户数据）
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206262,体检宝某处SQL注入涉及72w用户信息+跨库查询dba
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206140,创维某系统存在命令执行漏洞（已Getshell/涉及敏感信息）
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205176,宜搜某站存在struts2命令执行
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206209,酷派某重要站点命令执行
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205813,酷我音乐某站存在SQL注入
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206534,东方航空某系统多个漏洞涉及客户信息(身份证彩照/手机/邮箱/票号等)
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206307,中信建投证券某后台系统存在漏洞可以任意命令执行
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206201,中信建投证券某系统设计逻辑缺陷/多处SQL注入漏洞
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205773,华为某站存在SQL注入(17w用户)&任意文件下载
2016-05-03,http://wooyun.org/bugs/wooyun-2016-0204592,中国海油某重要站点命令执行可Getshell可入内网
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206384,国药药材某系统越权访问+弱口令+敏感信息泄露等安全风险
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205908,国药集团某站Oracle注入泄漏百万数据
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205910,映客直播APP存在命令执行（多台服务器）
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206441,新浪乐居某服务器的两处命令执行可shell
2016-05-04,http://wooyun.org/bugs/wooyun-2016-0205051,SAE 沙盒绕过（ImageMagick CVE20163714 应用实例）
2016-06-17,http://wooyun.org/bugs/wooyun-2016-0220339,ChinaCache某系统补丁不及时导致getshell可威胁内网
2016-03-24,http://wooyun.org/bugs/wooyun-2016-0188473,TRS(ids新老版本)设计缺陷(xxe/用户信息泄露包括密码等)
2016-05-12,http://wooyun.org/bugs/wooyun-2016-0207591,暴风某站SQL注入
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207313,广州市教育局某站一处注入（80库/9000+表/千万数据）
2016-05-12,http://wooyun.org/bugs/wooyun-2016-0207715,鱼泡泡漏洞打包(SQL注入+涉及80w用户信息+敏感信息泄露+redis未授权访问)
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0206462,资拓科技配置不当导致GETSHELL（37/多玩/云创等各种服务器密码泄漏）
2016-03-27,http://wooyun.org/bugs/wooyun-2016-0189704,中兴某网关设备通用型2处任意文件下载漏洞(无需登录)
2016-03-24,http://wooyun.org/bugs/wooyun-2016-0188695,用友IUFO远程命令执行(cloudeye演示)
2016-03-27,http://wooyun.org/bugs/wooyun-2016-0189550,中兴某企业业务网关系统设备通用型任意文件遍历下载(无需登录)
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207631,人保寿险账户弱口令打包/各种内部信息 附24个账户
2016-06-18,http://wooyun.org/bugs/wooyun-2016-0220555,茅台电商旗下国台防伪防窜货管理系统存在SQL注入漏洞
2016-03-27,http://wooyun.org/bugs/wooyun-2016-0189500,瑞星某老款防毒墙硬件产品两处任意命令执行(无需登录执行命令多个案例)
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207659,美的某站命令执行/威胁内网
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207583,暴风某站平行越权(用户敏感信息泄露)
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207434,暴风某站SQL注入
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207565,百度某站平行漏洞/可导致用户敏感信息泄漏
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207564,微盟安全之从大量账号弱口令到服务器Getshell
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207432,酷我主站一枚SQL注入root权限
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207504,QQ上你点啊点/H5拿你的授权/微博oauth有点弱/提权进了你微博
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206221,湖南省旅游局某系统漏洞可GetShell以及XXE（涉及大量内部和企业用户/海南电信内部员工/短信记录/反馈/工单/诉求工单/政府热线录音等信息）
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206179,徐州市第二人民医院医导台终端跳出沙盒/全院服务器沦陷/WIFI锐捷弱口令导致数据劫持
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206456,赶集网一些列漏洞打包
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206408,红岭创投某系统文件上传导致任意命令执行/sql注入/涉及大量敏感信息/可查看邮件信息
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206392,京东SAF服务测试服务器存未授权访问
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205393,腾讯企业邮箱某处命令执行
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206754,招商银行某接口未授权访问泄露姓名/账单信息
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206685,格林豪泰某采购系统可SQL注入其中涉及大量采购账单明细等信息（突破mac地址限制）
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205214,星美国际影城主站后台沦陷（数百万订单/全国免费看电影/控制数百台取票机等）
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205144,必联BLINK_WR4000无需登录可重置密码/获取配置/恢复出厂等
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205069,wifi安全之周边云多处SQL注入（涉及580万+手机号/mac地址/操作系统类型等）
2016-06-18,http://wooyun.org/bugs/wooyun-2016-0220623,瑞银信某内部邮箱一枚
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206812,百度某分站一处SSRF
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206775,Office Anywhere 网络智能办公系统某版本前台获取数据库（无需登录）
2016-06-22,http://wooyun.org/bugs/wooyun-2016-0222099,北京一路热点(16wifi)主要系统存安全漏洞可Getshell/root权限
2016-06-20,http://wooyun.org/bugs/wooyun-2016-0221168,16wifi某第三方系统从爆破用户到四台终端命令执行/涉及主干等多个项目源码
2016-03-25,http://wooyun.org/bugs/wooyun-2016-0188827,海康威视某系统通用弱口令后门可直接getshell（涉及国企以及政府）
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0205644,云厨电商安全漏洞可影响数百万信息包括订单/用户地址/电话/资金变动等
2016-03-25,http://wooyun.org/bugs/wooyun-2016-0188580,P2P安全之指尖贷某几种安全问题
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205721,深圳航空某系统IBM WebSphere 漏洞导致XML配置文件泄露
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205692,网易某图片服务器命令执行(已入内网)
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205676,网易某子站命令执行
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205087,某市人社局系统GetShell可获取大量政府人员信息
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206489,优信二手车官方app命令执行
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205249,都邦两系统命令执行（涉及2000w保单信息）
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205140,天津滨海农村商业银行某系统存在命令执行
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205348,中国电信某站漏洞可Getshell（涉及南京市老年人信息/可管理老年证/数据库信息高达数十GB文件涉及居民个人信息）
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206537,某报关系统配置不当涉及大量身份证扫描件/上百万用户信息
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206592,艺龙某系统逻辑错误导致可以修改任意用户密码(查询账号信息等)
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205422,网易163邮箱存在远程命令执行漏洞
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205413,慕课网主站命令执行
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205372,当当网某站MySQL注射/涉及用户订单信息
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205396,途牛主站某处命令执行
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206108,百度服务弱口令致内网/root权限(二)
2016-05-06,http://wooyun.org/bugs/wooyun-2016-0205793,百度某服务弱口令致内网
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205381,QQ邮箱命某处令执行
2016-05-05,http://wooyun.org/bugs/wooyun-2016-0205375,腾讯微云远程命令执行
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206586,理房通链家资金监管平台VPN弱口令导致可进入内网漫游
2016-06-23,http://wooyun.org/bugs/wooyun-2016-0222083,乌云某处逻辑错误导致越权
2016-05-09,http://wooyun.org/bugs/wooyun-2016-0206591,微盟某重要系统源码及数据泄漏/涉及基础数据（数百库）/7千万用户/数百万商户/微盟支付/代金券/bbs等
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206160,江泰保险某门户系统命令执行漏洞（影响内网安全）
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205952,花椒直播APP命令执行
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206367,山西省某市政府行政审批系统GetShell泄露大量个人信息
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206361,北京市质量监督局某系统GetShell影响百万电梯安全监控数据（影响内网安全）
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206176,51imo数据库大量信息泄露（多家企业躺枪/邮箱/电话等信息）
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206154,深圳居住证APP存在公民信息泄漏问题
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0205415,新疆水利厅某系统getshell可入内网
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206409,贵州银行某系统GetShell影响内网安全（疑似测试环境）
2016-05-08,http://wooyun.org/bugs/wooyun-2016-0206336,信诺立域名商某网站泄露众多公司ICP信息+存在后门（涉及省市甚至国字头网站ICP等信息）
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207453,疑似锦江之星某站GetShell可影响大量数据包括会员卡信息
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207468,百度某站任意用户密码重置
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205980,51.com修复不善可盲注/DBA/4000W帐号信息
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207331,apache/jboss/jetbrains/delphix等多家机构Wiki服务器文件遍历(含PoC)
2016-05-10,http://wooyun.org/bugs/wooyun-2016-0207113,浙江某农村合作银行存在弱口令/源文件下载/导致21w用户信息泄露（签约银行卡/手机号码/证件号码/用户名）
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0206069,中国联通某省某系统未授权访问任意文件上传可GetShell（涉及违章/用户/传真/内部硬件监控/电影卡/游戏卡等信息）
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205974,上海市卫生局某系统GetShell影响全市18万病人信息（包括姓名\身份证\地址等信息）
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205941,北京市工商局某系统SQL注入漏洞
2016-05-07,http://wooyun.org/bugs/wooyun-2016-0205876,国元信托oa系统任意文件上传导致getshell
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207448,看我如何进入百度某对外系统
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0207456,鱼泡泡APP任意用户登录可影响用户账户余额（app sign绕过技巧）
2016-03-23,http://wooyun.org/bugs/wooyun-2016-0188136,java代码审计基础教程之V2会议系统多个漏洞集合/无需登录
2016-05-11,http://wooyun.org/bugs/wooyun-2016-0205729,APP安全之鱼泡泡无效xss杀入俩后台系统操控80万用户
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209305,新姿势之控制蜻蜓fm所有服务器
2016-05-15,http://wooyun.org/bugs/wooyun-2016-0208614,汇付天下旗下汇付科技某支付平台GetShell影响数十万客户信息（银行卡\姓名\身份证\交易）
2016-05-17,http://wooyun.org/bugs/wooyun-2016-0208250,APP安全之啧啧某处设计缺陷可导致400w用户信息泄露
2016-05-13,http://wooyun.org/bugs/wooyun-2016-0208021,西藏同信证券某系统命令执行已getshell可影响内网
2016-05-17,http://wooyun.org/bugs/wooyun-2016-0207465,北京中科恒业某体检中心微信平台存在漏洞可导致大量客户体检报告泄露
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209206,网易某站点MySQL注射
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209496,房多多某处XSS可进入后台（3月份插的刚收到）
2016-05-16,http://wooyun.org/bugs/wooyun-2016-088195,星巴克官网备份可下载导致敏感信息泄露(含操作系统Administrator密码)
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209050,TOM在线某处二次SQL注入
2016-05-13,http://wooyun.org/bugs/wooyun-2016-0208222,宏信证券业务系统命令执行（已Getshell）
2016-05-17,http://wooyun.org/bugs/wooyun-2016-0209525,支付安全之齐家钱包多处漏洞打包（sql注入\getshell\影响10w个商家账号）
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209267,酷我音乐某站源代码泄露通过审计可getshell
2016-05-13,http://wooyun.org/bugs/wooyun-2016-0208155,某省电信某站点严重漏洞可导致1500W用户敏感信息泄漏（姓名/电话/详细住址/身份证号等）
2016-05-13,http://wooyun.org/bugs/wooyun-2016-0207927,建设银行某分站漏洞导致GetShell（多处）
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209304,海尔集团某系统SQL注入(泄露十万员工信息/姓名/工号/手机/部门/内部邮箱)
2016-05-13,http://wooyun.org/bugs/wooyun-2016-0208040,黑龙江农村信用社oa系统文件可绕过上传限制getshell
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209324,快钱某站上传Getshell
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209318,长虹某平台sqlserver报错注入
2016-05-15,http://wooyun.org/bugs/wooyun-2016-0208993,另类方式杀入长城证券公司内网
2016-05-16,http://wooyun.org/bugs/wooyun-2016-0209297,智联卓聘设计缺陷导致一个链接登录你的账号任意操作
2013-06-08,http://wooyun.org/bugs/wooyun-2013-025411,"华图教育旗下某站SQL注射漏洞,可以轻易获取WEBSHELL"
2013-06-09,http://wooyun.org/bugs/wooyun-2013-025539,腾讯创世中文网注册任何昵称=-= unicode
2013-06-11,http://wooyun.org/bugs/wooyun-2013-025452,"中国移动某短信群发系统可暴力破解,成功登录"
2013-04-29,http://wooyun.org/bugs/wooyun-2013-022743,时代互联上传漏洞多台数据库可控
2013-04-29,http://wooyun.org/bugs/wooyun-2013-022676,中粮我买网设计缺陷
2013-04-29,http://wooyun.org/bugs/wooyun-2013-022687,新浪Sql Injection
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022700,thinksns最新版微博某处配置不当可引发大规模蠕虫
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022724,时代互联任意文件上传
2013-06-07,http://wooyun.org/bugs/wooyun-2013-025375,115网盘flash跨域漏洞(带flex实现code)
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022719,时代互联注入漏洞可查看敏感信息
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022675,有优酷COOKIE，就能获得用户邮箱、用户密码等信息
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022701,56.com未授权可访问某处
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022696,腾讯手机管家某功能设计缺陷
2013-06-07,http://wooyun.org/bugs/wooyun-2013-025356,PHPCMS V9 任意文件包含漏洞
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022673,优酷开放平台 存储型XSS脚本攻击漏洞 成功劫持后台
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022671,新网漏洞之VPS自动化生产系统 好多VPS密码泄露
2013-06-09,http://wooyun.org/bugs/wooyun-2013-025349,首都机场WiFi可冒用他人手机号登录
2013-06-07,http://wooyun.org/bugs/wooyun-2013-023618,易拍全球WEB-INF目录越权访问敏感信息泄露
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022674,新网网上会议报名后台管理系统任意文件上传 新网员工身份证、电话等信息泄露
2013-04-28,http://wooyun.org/bugs/wooyun-2013-022685,中国数码IDC管理平台未加权限认证（内部）
2010-08-24,http://wooyun.org/bugs/wooyun-2010-0284,百度某频道存在sql注入漏洞
2010-08-24,http://wooyun.org/bugs/wooyun-2010-0282,百度空间URL跳转漏洞
2010-08-24,http://wooyun.org/bugs/wooyun-2010-0278,百度某频道XSS
2010-09-23,http://wooyun.org/bugs/wooyun-2010-0593,网通adsl运营商劫持其他网站
2010-08-24,http://wooyun.org/bugs/wooyun-2010-0277,腾讯某分站SQL注射漏洞
2010-08-24,http://wooyun.org/bugs/wooyun-2010-0276,腾讯XSS BUG
2010-09-22,http://wooyun.org/bugs/wooyun-2010-0585,老Y文章管理系统 v2.5 sp2 SQL注射&Cookies欺骗漏洞
2010-08-22,http://wooyun.org/bugs/wooyun-2010-0261,youku某频道存在严重SQL注入
2010-08-22,http://wooyun.org/bugs/wooyun-2010-0259,携程旅行网某版块持久XSS
2010-09-21,http://wooyun.org/bugs/wooyun-2010-0584,apache默认配置文件导致存在json劫持
2010-09-21,http://wooyun.org/bugs/wooyun-2010-0583,联想分站后台存在弱口令
2010-08-22,http://wooyun.org/bugs/wooyun-2010-0253,百度认证机制问题分析与利用
2010-08-21,http://wooyun.org/bugs/wooyun-2010-0249,百度敏感信息暴露
2010-08-21,http://wooyun.org/bugs/wooyun-2010-0247,新浪视频搜索——sql注入、信息泄漏漏洞
2010-09-20,http://wooyun.org/bugs/wooyun-2010-0580,HZCMS 合正网站群内容管理系统SQL注射漏洞
2010-08-21,http://wooyun.org/bugs/wooyun-2010-0245,晋江文学城论坛存在XSS漏洞
2010-08-20,http://wooyun.org/bugs/wooyun-2010-0243,配置服务有问题
2010-08-20,http://wooyun.org/bugs/wooyun-2010-0240,完美时空Xss
2010-08-20,http://wooyun.org/bugs/wooyun-2010-0233,联众论坛XSS
2010-08-20,http://wooyun.org/bugs/wooyun-2010-0234,搜狐闪电邮箱XSS
2010-10-28,http://wooyun.org/bugs/wooyun-2010-0740,土豆网某频道SQL注入漏洞
2010-10-03,http://wooyun.org/bugs/wooyun-2010-0653,网易某二级频道SQL注射
2010-10-03,http://wooyun.org/bugs/wooyun-2010-0652,腾讯某分站后台路径泄漏
2010-10-03,http://wooyun.org/bugs/wooyun-2010-0651,腾讯某活动专题SQL注入
2010-10-03,http://wooyun.org/bugs/wooyun-2010-0648,优酷网某活动站SQL注射
2010-11-01,http://wooyun.org/bugs/wooyun-2010-0774,TOMPDA数码交易平台存在大量永久型跨站漏洞
2010-11-01,http://wooyun.org/bugs/wooyun-2010-0768,37wan.com网页游戏平台CSRF漏洞(可更改用户密码)
2010-10-02,http://wooyun.org/bugs/wooyun-2010-0647,迅雷系列漏洞-4:多个服务器可以列目录.爆出关键文件.
2010-10-02,http://wooyun.org/bugs/wooyun-2010-0646,"迅雷系列漏洞-3:上传表单无任何限制,可上传任意文件"
2010-11-01,http://wooyun.org/bugs/wooyun-2010-0769,猫扑HI登陆XSS
2010-11-01,http://wooyun.org/bugs/wooyun-2010-0770,猫扑HI登陆XSS
2010-11-01,http://wooyun.org/bugs/wooyun-2010-0771,猫扑跳转
2010-10-02,http://wooyun.org/bugs/wooyun-2010-0645,迅雷系列漏洞-2:影视管理系统后台绕过登陆限制
2010-10-02,http://wooyun.org/bugs/wooyun-2010-0644,迅雷系列漏洞-1:后台路径泄漏以及弱口令
2010-11-01,http://wooyun.org/bugs/wooyun-2010-0762,游戏人才网上传漏洞
2010-10-29,http://wooyun.org/bugs/wooyun-2010-0745,征途网络Dns域传送漏洞
2010-10-01,http://wooyun.org/bugs/wooyun-2010-0641,网易微博CSRF利用2：自动添加关注，并自动发微博
2010-10-01,http://wooyun.org/bugs/wooyun-2010-0640,网易微博CSRF
2010-10-30,http://wooyun.org/bugs/wooyun-2010-0746,IE存在一处文件劫持
2010-09-30,http://wooyun.org/bugs/wooyun-2010-0636,腾讯某频道SQL注射漏洞
2011-01-26,http://wooyun.org/bugs/wooyun-2011-01225,搜狐某分站XSS
2011-01-31,http://wooyun.org/bugs/wooyun-2011-01276,人人网敏感信息泄漏
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01047,携程旅行网搜索跨站
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01043,遨游帮助跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01042,51.com登陆筐跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01041,百度错误提示跨站
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01039,sohu两处跨站
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01038,IT168产品抱价频道搜索筐跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01037,酷6剧场跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01030,腾讯游戏频道跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01029,搜狗跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01028,新浪BLOG跨站漏洞
2011-01-25,http://wooyun.org/bugs/wooyun-2011-01219,土豆XSS BUG
2011-01-29,http://wooyun.org/bugs/wooyun-2011-01256,广西电信上网时长统计页面参数过滤不严
2011-01-29,http://wooyun.org/bugs/wooyun-2011-01255,安全中国分站被黑
2010-12-30,http://wooyun.org/bugs/wooyun-2010-01024,新浪一分站存在SQL注入漏洞
2010-12-30,http://wooyun.org/bugs/wooyun-2010-01023,腾讯公益跨站漏洞
2011-01-28,http://wooyun.org/bugs/wooyun-2011-01248,网游网DNS域传送漏洞
2011-01-28,http://wooyun.org/bugs/wooyun-2011-01249,麦当劳分站注入漏洞
2010-12-29,http://wooyun.org/bugs/wooyun-2010-01021,百度识图跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01034,猫扑多处跨站漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01031,土豆搜索筐跨站漏洞
2011-01-02,http://wooyun.org/bugs/wooyun-2011-01056,天涯社区多处跨站
2011-01-02,http://wooyun.org/bugs/wooyun-2011-01053,56视频两处跨站
2011-01-04,http://wooyun.org/bugs/wooyun-2011-01076,天极网SQL注射+上传漏洞
2010-12-31,http://wooyun.org/bugs/wooyun-2010-01026,VeryCD电驴评论跨站漏洞
2011-01-03,http://wooyun.org/bugs/wooyun-2011-01074,金山毒霸对于带有自身版权的一切病毒都不处理！
2011-01-02,http://wooyun.org/bugs/wooyun-2011-01060,有道图片搜索跨站
2011-01-02,http://wooyun.org/bugs/wooyun-2011-01061,中国联通手机邮箱跨站
2010-12-03,http://wooyun.org/bugs/wooyun-2010-0899,4399的小小XSS
2010-12-28,http://wooyun.org/bugs/wooyun-2010-01019,淘宝URL(图片)跳转漏洞
2010-12-02,http://wooyun.org/bugs/wooyun-2010-0895,街旁网敏感信息泄露
2010-12-02,http://wooyun.org/bugs/wooyun-2010-0894,douban某功能存在跨站脚本漏洞
2010-12-02,http://wooyun.org/bugs/wooyun-2010-0893,豆瓣网推荐功能存在部分XSS漏洞
